decimalLatitude,decimalLongitude,eventDate,eventid,fieldnotes,footprintWKT,geodeticdatum,maximumdepthinmeters,modified,occurrenceid,parenteventid
43.11101,-63.4999,,urn:catalog:otn:OTN:HFX:HFX218-VR4-250333-1,,POINT(-63.4999 43.11101),EPSG:4326,166.0,2012-05-30,,
43.10386,-63.49987,,urn:catalog:otn:OTN:HFX:HFX219-VR4-250306-1,,POINT(-63.49987 43.10386),EPSG:4326,169.0,2012-05-30,,
43.09654,-63.50001,,urn:catalog:otn:OTN:HFX:HFX220-VR4-250254-1,,POINT(-63.50001 43.09654),EPSG:4326,171.0,2012-05-30,,
43.08928,-63.5,,urn:catalog:otn:OTN:HFX:HFX221-VR4-250258-1,,POINT(-63.5 43.08928),EPSG:4326,171.0,2012-05-30,,
43.08235,-63.50011,,urn:catalog:otn:OTN:HFX:HFX222-VR4-250289-1,,POINT(-63.50011 43.08235),EPSG:4326,171.0,2012-05-30,,
43.07501,-63.50005,,urn:catalog:otn:OTN:HFX:HFX223-VR4-250227-1,,POINT(-63.50005 43.07501),EPSG:4326,171.0,2012-05-30,,
43.06784,-63.50017,,urn:catalog:otn:OTN:HFX:HFX224-VR4-250297-1,,POINT(-63.50017 43.06784),EPSG:4326,170.0,2012-05-30,,
43.06054,-63.49996,,urn:catalog:otn:OTN:HFX:HFX225-VR4-250220-1,,POINT(-63.49996 43.06054),EPSG:4326,170.0,2012-05-30,,
43.05329,-63.49983,,urn:catalog:otn:OTN:HFX:HFX226-VR4-250261-1,,POINT(-63.49983 43.05329),EPSG:4326,171.0,2012-05-30,,
43.04632,-63.50005,,urn:catalog:otn:OTN:HFX:HFX227-VR4-250335-1,,POINT(-63.50005 43.04632),EPSG:4326,168.0,2012-05-30,,
43.0391,-63.50001,,urn:catalog:otn:OTN:HFX:HFX228-VR4-250336-1,,POINT(-63.50001 43.0391),EPSG:4326,165.0,2012-05-30,,
43.03187,-63.50005,,urn:catalog:otn:OTN:HFX:HFX229-VR4-250248-1,,POINT(-63.50005 43.03187),EPSG:4326,166.0,2012-05-30,,
43.02455,-63.50002,,urn:catalog:otn:OTN:HFX:HFX230-VR4-250316-1,,POINT(-63.50002 43.02455),EPSG:4326,170.0,2012-05-30,,
43.01746,-63.50025,2012-05-24T11:18:48Z/2016-09-16T11:29:00Z,urn:catalog:otn:OTN:HFX:HFX231-VR4-250247-1,,POINT(-63.50025 43.01746),EPSG:4326,172.0,2016-12-05,,
44.25864,-63.28739,2011-03-29T18:44:03Z/2014-06-22T12:06:00Z,urn:catalog:otn:OTN:HFX:HFX039-250038-1,,POINT(-63.28739 44.25864),EPSG:4326,145.0,2014-10-03,,
44.35715,-63.39752,2012-11-11T15:49:11Z/2016-02-22T18:19:31Z,urn:catalog:otn:DFO-BIO:HFX:HFX022-VR3-385-4,,POINT(-63.39752 44.35715),EPSG:4326,117.0,2016-12-05,,
44.19641,-63.21911,2013-11-16T17:57:00Z/2016-04-23T11:52:03Z,urn:catalog:otn:DFO-BIO:HFX:HFX050-VR3-188-2,,POINT(-63.21911 44.19641),EPSG:4326,166.0,2016-12-05,,
44.19071,-63.21268,2013-11-16T18:04:09Z/2016-04-23T12:05:54Z,urn:catalog:otn:DFO-BIO:HFX:HFX051-VR3-318-2,,POINT(-63.21268 44.19071),EPSG:4326,166.0,2016-12-05,,
44.18508,-63.20632,2013-11-16T18:12:02Z/2016-04-23T12:15:03Z,urn:catalog:otn:DFO-BIO:HFX:HFX052-VR3-303-2,,POINT(-63.20632 44.18508),EPSG:4326,166.0,2016-12-05,,
44.04098,-63.09389,,urn:catalog:otn:DFO-BIO:HFX:HFX077-VR4-250151-2,"copper was gone.  Cable ties remained which held copper in place. Fouling was light to moderate and not appreciabley different in the area protected by copper.|enable response, tilt on release, no release chirp",POINT(-63.09389 44.04098),EPSG:4326,199.0,2016-12-05,,
43.19744,-63.49961,2014-01-10T18:17:21Z/2016-12-07T13:57:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX206-VR4-250156-2,,POINT(-63.49961 43.19744),EPSG:4326,154.0,2014-06-10,,
44.32235,-63.35866,2012-11-11T18:00:09Z/2013-10-23T19:45:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX028-VR4-250163-5,,POINT(-63.35866 44.32235),EPSG:4326,115.0,2014-06-10,,
44.20774,-63.23083,2012-11-19T17:48:40Z/2013-10-23T18:25:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX048-VR4-250170-3,,POINT(-63.23083 44.20774),EPSG:4326,165.0,2014-06-10,,
44.14554,-63.16193,2012-11-19T18:54:29Z/2013-11-16T19:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX059-VR4-250141-2,,POINT(-63.16193 44.14554),EPSG:4326,150.0,2014-06-10,,
44.10012,-63.1118,2012-11-19T19:29:09Z/2013-11-16T20:15:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX067-VR4-250145-2,,POINT(-63.1118 44.10012),EPSG:4326,160.0,2014-06-10,,
44.09467,-63.10586,2012-11-19T19:50:47Z/2013-11-16T20:21:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX068-VR4-250156-2,,POINT(-63.10586 44.09467),EPSG:4326,160.0,2014-06-10,,
44.25327,-63.28113,,urn:catalog:otn:DFO-BIO:HFX:HFX040-VR4-250176-2,,POINT(-63.28113 44.25327),EPSG:4326,142.0,2014-10-03,,
43.53185,-63.47617,2014-06-12T17:38:24Z/2017-02-22T13:40:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX159-VR4-250279-4,Drop dead date assigned as per neighbouring stations,POINT(-63.47617 43.53185),EPSG:4326,158.0,2014-10-03,,
43.53817,-63.47105,2014-06-12T17:53:35Z/2017-02-22T13:34:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX158-VR4-250030-4,Drop dead date assigned as per neighbouring stations,POINT(-63.47105 43.53817),EPSG:4326,155.0,2014-10-03,,
44.47222,-63.52704,,urn:catalog:otn:DFO-BIO:HFX:HFX002-VR4-250048-6,,POINT(-63.52704 44.47222),EPSG:4326,62.0,2014-10-03,,
44.46643,-63.51983,,urn:catalog:otn:DFO-BIO:HFX:HFX003-VR4-250037-5,,POINT(-63.51983 44.46643),EPSG:4326,72.0,2014-10-03,,
44.44976,-63.50115,,urn:catalog:otn:DFO-BIO:HFX:HFX006-VR4-250063-4,,POINT(-63.50115 44.44976),EPSG:4326,77.0,2014-10-03,,
44.44355,-63.49433,,urn:catalog:otn:DFO-BIO:HFX:HFX007-VR4-250024-4,,POINT(-63.49433 44.44355),EPSG:4326,68.0,2014-10-03,,
44.43244,-63.48128,,urn:catalog:otn:DFO-BIO:HFX:HFX009-VR4-250035-4,,POINT(-63.48128 44.43244),EPSG:4326,65.0,2014-10-03,,
44.27016,-63.30008,2014-06-22T13:46:01Z/2014-07-25T12:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX037-VR3-312-4,Found floating in the cove near Bald Rock. Appears to have been cut loose at the anchor pin. Likely fishing interaction.,POINT(-63.30008 44.27016),EPSG:4326,171.0,2014-11-26,,
44.24188,-63.26881,2014-06-22T11:12:26Z/2016-07-08T00:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX042-VR3-387-3,"found washed up in Spain, 2016-07-08",POINT(-63.26881 44.24188),EPSG:4326,160.0,2015-05-13,,
44.43825,-63.48719,,urn:catalog:otn:DFO-BIO:HFX:HFX008-VR4-250158-8,,POINT(-63.48719 44.43825),EPSG:4326,60.0,2015-11-02,,
44.32333,-63.3612,2015-04-20T14:59:27Z/2016-04-22T20:57:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX028-VR4-250213-7,,POINT(-63.3612 44.32333),EPSG:4326,115.0,2015-11-02,,
44.43822,-63.48747,2013-10-30T12:43:54Z/2015-04-20T12:25:18Z,urn:catalog:otn:DFO-BIO:HFX:HFX008-VR4-250234-7,,POINT(-63.48747 44.43822),EPSG:4326,60.0,2015-11-02,,
44.32302,-63.36093,2013-10-23T19:56:27Z/2015-04-20T14:18:18Z,urn:catalog:otn:DFO-BIO:HFX:HFX028-VR4-250370-6,2 bolts in insets for anchor stand.  Release nut on top shackle from extra flotation used during drop,POINT(-63.36093 44.32302),EPSG:4326,115.0,2015-11-02,,
44.20696,-63.23135,2013-10-23T18:32:54Z/2015-04-20T17:46:17Z,urn:catalog:otn:DFO-BIO:HFX:HFX048-VR4-250242-4,2 leg screws on anchor stand. Release nut on top shackle from extra flotation used during drop,POINT(-63.23135 44.20696),EPSG:4326,165.0,2015-11-02,,
44.08804,-63.10097,2013-10-23T17:12:13Z/2015-04-20T19:40:54Z,urn:catalog:otn:DFO-BIO:HFX:HFX069-VR4-250174-4,1 bolt and one leg screw for anchor stand. Release nut on top shackle from extra flotation used during drop,POINT(-63.10097 44.08804),EPSG:4326,160.0,2015-11-02,,
43.56965,-63.44726,2014-06-12T18:26:16Z/2015-11-18T16:53:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX153-VR4-250168-4,float crom plus number 13,POINT(-63.44726 43.56965),EPSG:4326,134.0,2016-01-22,,
43.73983,-63.3727,2013-05-28T14:14:54Z/2016-04-29T17:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX128-VR4-250267-3,,POINT(-63.3727 43.73983),EPSG:4326,120.0,2016-12-05,,
43.74674,-63.36916,2013-05-28T14:03:30Z/2016-04-29T17:10:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX127-VR4-250173-3,,POINT(-63.36916 43.74674),EPSG:4326,124.0,2016-12-05,,
43.76021,-63.36019,2013-05-28T12:23:59Z/2016-04-29T17:26:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX125-VR4-250292-3,,POINT(-63.36019 43.76021),EPSG:4326,126.0,2016-12-05,,
44.403,-63.44875,2012-11-11T14:03:54Z/2016-02-22T17:09:59Z,urn:catalog:otn:DFO-BIO:HFX:HFX014-VR3-388-4,,POINT(-63.44875 44.403),EPSG:4326,97.0,2016-12-05,,
44.39703,-63.44258,2012-11-11T14:17:02Z/2016-02-22T17:28:13Z,urn:catalog:otn:DFO-BIO:HFX:HFX015-VR3-342-4,,POINT(-63.44258 44.39703),EPSG:4326,89.0,2016-12-05,,
44.3855,-63.42997,2012-11-11T14:46:25Z/2016-02-22T17:39:57Z,urn:catalog:otn:DFO-BIO:HFX:HFX017-VR3-343-4,,POINT(-63.42997 44.3855),EPSG:4326,108.0,2016-12-05,,
44.37983,-63.42311,2012-11-11T14:58:17Z/2016-02-22T17:46:03Z,urn:catalog:otn:DFO-BIO:HFX:HFX018-VR3-340-4,,POINT(-63.42311 44.37983),EPSG:4326,105.0,2016-12-05,,
44.31668,-63.35154,2012-11-11T18:22:41Z/2016-02-22T19:05:41Z,urn:catalog:otn:DFO-BIO:HFX:HFX029-VR3-325-4,,POINT(-63.35154 44.31668),EPSG:4326,120.0,2016-12-05,,
44.3106,-63.34534,2012-11-11T18:37:53Z/2016-02-22T19:11:37Z,urn:catalog:otn:DFO-BIO:HFX:HFX030-VR3-333-3,,POINT(-63.34534 44.3106),EPSG:4326,134.0,2016-12-05,,
44.30479,-63.33867,2012-11-11T18:51:13Z/2016-02-22T19:17:20Z,urn:catalog:otn:DFO-BIO:HFX:HFX031-VR3-316-3,,POINT(-63.33867 44.30479),EPSG:4326,142.0,2016-12-05,,
44.29311,-63.32598,2012-11-11T19:22:01Z/2016-02-22T19:43:38Z,urn:catalog:otn:DFO-BIO:HFX:HFX033-VR3-300-3,,POINT(-63.32598 44.29311),EPSG:4326,163.0,2016-12-05,,
44.24103,-63.26906,2012-11-19T13:15:23Z/2014-05-09T00:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX042-VR4-250153-2,"Recovered by fishermen (Vessel Leading Lady) and brought into port in Riverport, NS",POINT(-63.26906 44.24103),EPSG:4326,160.0,2014-10-03,,
43.23345,-63.50009,2012-05-24T15:49:31Z/2016-12-07T12:15:00Z,urn:catalog:otn:OTN:HFX:HFX201-VR4-250338-1,,POINT(-63.50009 43.23345),EPSG:4326,168.0,2012-05-30,,
43.22632,-63.5001,2012-05-24T15:42:39Z/2016-12-07T12:41:00Z,urn:catalog:otn:OTN:HFX:HFX202-VR4-250298-1,,POINT(-63.5001 43.22632),EPSG:4326,168.0,2012-05-30,,
43.97717,-63.14147,2012-02-16T02:15:40Z/2016-08-15T14:37:00Z,urn:catalog:otn:OTN:HFX:HFX087-250355-1,,POINT(-63.14147 43.97717),EPSG:4326,210.0,2016-12-05,,
43.1687,-63.50024,2012-05-24T14:58:57Z/2016-12-07T15:37:00Z,urn:catalog:otn:OTN:HFX:HFX210-VR4-250323-1,,POINT(-63.50024 43.1687),EPSG:4326,148.0,2012-05-30,,
43.16141,-63.49966,2012-05-24T14:53:31Z/2016-12-07T15:56:00Z,urn:catalog:otn:OTN:HFX:HFX211-VR4-250283-1,,POINT(-63.49966 43.16141),EPSG:4326,147.0,2012-05-30,,
44.05994,-63.0792,2012-02-15T23:31:36Z/2016-08-15T12:34:00Z,urn:catalog:otn:OTN:HFX:HFX074-250181-1,,POINT(-63.0792 44.05994),EPSG:4326,204.0,2016-12-05,,
44.04088,-63.09349,2012-02-16T00:17:36Z/2014-01-17T20:27:19Z,urn:catalog:otn:OTN:HFX:HFX077-250151-1,instrument was displaced and found 2100m southwest of station 77.  It was known to be off station as of Nov 2 2013.  The unit was in perfect condition and did not show any sign of damage.  Not a scratch.,POINT(-63.09349 44.04088),EPSG:4326,199.0,2014-06-10,,
44.03457,-63.09815,2012-02-16T00:26:37Z/2015-03-13T00:00:00Z,urn:catalog:otn:OTN:HFX:HFX078-250098-1,"this mooring was not found.  It was known to be missing from station 78 at Nov 2 2013.|Caught by silver hake dragger Darren D'Eon. Probably dragged off station sometime before reporting lost, then moved then caught again.",POINT(-63.09815 44.03457),EPSG:4326,200.0,2015-05-13,,
44.04911,-63.08809,2012-02-16T00:00:08Z/2016-08-15T12:53:00Z,urn:catalog:otn:OTN:HFX:HFX076-250357-1,,POINT(-63.08809 44.04911),EPSG:4326,199.0,2016-12-05,,
44.0279,-63.10217,2012-02-16T00:38:28Z/2016-08-15T13:23:00Z,urn:catalog:otn:OTN:HFX:HFX079-250084-1,,POINT(-63.10217 44.0279),EPSG:4326,199.0,2016-12-05,,
44.08927,-63.09859,2012-11-19T20:08:03Z/2013-10-23T17:05:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX069-VR4-250171-3,,POINT(-63.09859 44.08927),EPSG:4326,160.0,2014-06-10,,
44.08335,-63.09332,2012-11-19T20:18:22Z/2013-11-16T20:33:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX070-VR4-250168-2,,POINT(-63.09332 44.08335),EPSG:4326,160.0,2014-06-10,,
44.07773,-63.08678,2012-11-19T20:28:44Z/2013-11-16T20:44:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX071-VR4-250167-2,,POINT(-63.08678 44.07773),EPSG:4326,165.0,2014-06-10,,
44.07205,-63.08043,2012-11-19T20:45:07Z/2013-11-16T20:49:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX072-VR4-250155-2,,POINT(-63.08043 44.07205),EPSG:4326,180.0,2014-06-10,,
44.19647,-63.21849,2011-03-30T15:14:38Z/2013-11-16T17:55:00Z,urn:catalog:otn:OTN:HFX:HFX050-250053-1,,POINT(-63.21849 44.19647),EPSG:4326,166.0,2014-06-10,,
44.1908,-63.21225,2011-03-30T15:23:11Z/2013-11-16T18:02:00Z,urn:catalog:otn:OTN:HFX:HFX051-250044-1,,POINT(-63.21225 44.1908),EPSG:4326,166.0,2014-06-10,,
44.18514,-63.20595,2011-03-30T15:31:58Z/2013-11-16T18:09:00Z,urn:catalog:otn:OTN:HFX:HFX052-250041-1,,POINT(-63.20595 44.18514),EPSG:4326,166.0,2014-06-10,,
44.1512,-63.16835,2011-03-30T16:24:38Z/2013-11-16T18:50:00Z,urn:catalog:otn:OTN:HFX:HFX058-250032-1,,POINT(-63.16835 44.1512),EPSG:4326,146.0,2014-06-10,,
44.1795,-63.19969,2011-03-30T15:40:51Z/2013-11-16T18:17:00Z,urn:catalog:otn:OTN:HFX:HFX053-250040-1,,POINT(-63.19969 44.1795),EPSG:4326,166.0,2014-06-10,,
44.17387,-63.19334,2011-03-30T15:49:29Z/2013-11-16T18:24:00Z,urn:catalog:otn:OTN:HFX:HFX054-250042-1,,POINT(-63.19334 44.17387),EPSG:4326,165.0,2014-06-10,,
44.16818,-63.18719,2011-03-30T15:58:14Z/2013-11-16T18:31:00Z,urn:catalog:otn:OTN:HFX:HFX055-250051-1,,POINT(-63.18719 44.16818),EPSG:4326,164.0,2014-06-10,,
44.16254,-63.18081,2011-03-30T16:07:01Z/2013-11-16T18:38:00Z,urn:catalog:otn:OTN:HFX:HFX056-250039-1,,POINT(-63.18081 44.16254),EPSG:4326,164.0,2014-06-10,,
44.15686,-63.17462,2011-03-30T16:15:40Z/2013-11-16T18:43:00Z,urn:catalog:otn:OTN:HFX:HFX057-250026-1,,POINT(-63.17462 44.15686),EPSG:4326,140.0,2014-06-10,,
44.13987,-63.15598,2011-03-30T16:42:38Z/2013-11-16T19:15:00Z,urn:catalog:otn:OTN:HFX:HFX060-250056-1,,POINT(-63.15598 44.13987),EPSG:4326,165.0,2014-06-10,,
44.13425,-63.14951,2011-03-30T16:52:02Z/2013-11-16T19:21:00Z,urn:catalog:otn:OTN:HFX:HFX061-250031-1,,POINT(-63.14951 44.13425),EPSG:4326,170.0,2014-06-10,,
44.12859,-63.14335,2011-03-30T17:01:11Z/2013-11-16T19:29:00Z,urn:catalog:otn:OTN:HFX:HFX062-250045-1,,POINT(-63.14335 44.12859),EPSG:4326,173.0,2014-06-10,,
44.12295,-63.13695,2011-03-30T17:10:37Z/2013-11-16T19:39:00Z,urn:catalog:otn:OTN:HFX:HFX063-250043-1,,POINT(-63.13695 44.12295),EPSG:4326,170.0,2014-06-10,,
44.11729,-63.13067,2011-03-30T17:20:06Z/2013-11-16T19:47:00Z,urn:catalog:otn:OTN:HFX:HFX064-250025-1,,POINT(-63.13067 44.11729),EPSG:4326,165.0,2014-06-10,,
44.11163,-63.12444,2011-03-30T17:29:27Z/2013-11-16T19:53:00Z,urn:catalog:otn:OTN:HFX:HFX065-250055-1,,POINT(-63.12444 44.11163),EPSG:4326,165.0,2014-06-10,,
44.10596,-63.11814,2011-03-30T17:39:00Z/2013-11-16T20:00:00Z,urn:catalog:otn:OTN:HFX:HFX066-250028-1,,POINT(-63.11814 44.10596),EPSG:4326,160.0,2014-06-10,,
44.27545,-63.30617,2012-11-11T20:07:46Z/2013-10-01T00:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX036-VR4-250139-3,,POINT(-63.30617 44.27545),EPSG:4326,156.0,2014-06-10,,
44.43188,-63.4816,2011-03-29T15:08:22Z/2014-06-22T17:00:00Z,urn:catalog:otn:OTN:HFX:HFX009-250035-3,,POINT(-63.4816 44.43188),EPSG:4326,65.0,2014-10-03,,
44.26399,-63.29396,2014-06-22T13:32:59Z/2014-12-17T00:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX038-VR3-144-3,Found floating off Cape Sable Island by Cory Townsend. Coordinates approximated using Google Earth.,POINT(-63.29396 44.26399),EPSG:4326,145.0,2015-05-13,,
44.35121,-63.39103,2014-06-22T16:03:50Z/2016-02-22T18:27:52Z,urn:catalog:otn:DFO-BIO:HFX:HFX023-VR3-341-5,,POINT(-63.39103 44.35121),EPSG:4326,126.0,2016-12-05,,
44.28729,-63.31992,2014-06-22T14:27:36Z/2016-02-22T19:56:46Z,urn:catalog:otn:DFO-BIO:HFX:HFX034-VR3-159-4,,POINT(-63.31992 44.28729),EPSG:4326,170.0,2016-12-05,,
44.28173,-63.3131,2014-06-22T14:10:49Z/2016-07-27T19:54:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX035-VR3-321-4,VR3 serial number not recorded when deployed; inferred from allocation,POINT(-63.3131 44.28173),EPSG:4326,,2016-12-05,,
44.25865,-63.28784,2014-06-22T12:06:08Z/2016-07-27T19:32:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX039-VR3-145-2,,POINT(-63.28784 44.25865),EPSG:4326,145.0,2016-12-05,,
44.25293,-63.28102,2014-06-22T11:52:52Z/2016-07-27T19:22:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX040-VR3-141-3,,POINT(-63.28102 44.25293),EPSG:4326,142.0,2016-12-05,,
44.24714,-63.27502,2014-06-22T11:25:01Z/2016-07-27T18:46:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX041-VR3-147-3,,POINT(-63.27502 44.24714),EPSG:4326,142.0,2016-12-05,,
43.75264,-63.36441,2013-05-28T13:47:51Z/2014-06-12T20:13:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX126-VR4-250162-3,,POINT(-63.36441 43.75264),EPSG:4326,124.0,2014-10-03,,
44.2204,-63.25,2013-07-08T11:12:00Z/2014-06-22T10:44:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX045-VR4-250175-3,,POINT(-63.25 44.2204),EPSG:4326,146.0,2014-10-03,,
44.44943,-63.50088,2011-03-29T13:33:54Z/2014-06-22T18:34:00Z,urn:catalog:otn:OTN:HFX:HFX006-250063-3,,POINT(-63.50088 44.44943),EPSG:4326,77.0,2014-10-03,,
44.44361,-63.49397,2011-03-29T13:42:15Z/2014-06-22T18:04:00Z,urn:catalog:otn:OTN:HFX:HFX007-250024-3,,POINT(-63.49397 44.44361),EPSG:4326,68.0,2014-10-03,,
44.35144,-63.39089,2012-11-11T16:04:48Z/2014-06-22T15:51:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX023-VR3-341-4,,POINT(-63.39089 44.35144),EPSG:4326,126.0,2014-10-03,,
44.28155,-63.31293,2012-11-11T19:54:04Z/2014-06-22T14:10:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX035-VR4-250121-3,,POINT(-63.31293 44.28155),EPSG:4326,,2014-10-03,,
44.27004,-63.29994,2012-11-11T20:21:19Z/2014-06-22T13:44:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX037-VR4-250146-3,,POINT(-63.29994 44.27004),EPSG:4326,171.0,2014-10-03,,
44.24781,-63.27482,2012-11-19T12:54:03Z/2014-06-22T11:12:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX041-VR4-250143-2,,POINT(-63.27482 44.24781),EPSG:4326,142.0,2014-10-03,,
44.21905,-63.24361,2011-03-29T20:14:01Z/2014-06-22T09:55:00Z,urn:catalog:otn:OTN:HFX:HFX046-250036-1,,POINT(-63.24361 44.21905),EPSG:4326,150.0,2014-10-03,,
44.21325,-63.23725,2011-07-28T16:30:00Z/2014-06-22T09:40:00Z,urn:catalog:otn:OTN:HFX:HFX047-250049-2,,POINT(-63.23725 44.21325),EPSG:4326,151.0,2014-10-03,,
44.2021,-63.22483,2011-03-30T15:06:02Z/2014-06-22T09:10:00Z,urn:catalog:otn:OTN:HFX:HFX049-250029-1,,POINT(-63.22483 44.2021),EPSG:4326,166.0,2014-10-03,,
44.23613,-63.26229,2011-03-29T19:45:19Z/2014-06-22T11:05:00Z,urn:catalog:otn:OTN:HFX:HFX043-250054-1,,POINT(-63.26229 44.23613),EPSG:4326,170.0,2014-10-03,,
44.23037,-63.25615,2011-03-29T19:55:05Z/2014-06-22T10:25:00Z,urn:catalog:otn:OTN:HFX:HFX044-250046-1,,POINT(-63.25615 44.23037),EPSG:4326,145.0,2014-10-03,,
44.14552,-63.16195,2013-11-16T19:11:16Z/2014-09-18T00:00:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX059-VR3-308-3,"Reported as found floating ""south of the Halifax traffic lanes"". Position is very approximate estimate.",POINT(-63.16195 44.14552),EPSG:4326,150.0,2014-11-26,,
44.23196,-63.25971,2014-12-12T13:21:13Z/2016-07-27T18:24:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX044-VR3-330-3,"Station displaced, f by ranging AR",POINT(-63.25971 44.23196),EPSG:4326,145.0,2016-12-05,,
43.91359,-63.18886,2013-10-23T15:14:00Z/2015-04-20T21:11:46Z,urn:catalog:otn:DFO-BIO:HFX:HFX097-VR4-250057-3,2 bolts in insets for anchor stand.  Release nut on top shackle fromextra flotation used during drop,POINT(-63.18886 43.91359),EPSG:4326,133.0,2015-11-02,,
42.91625,-63.49955,2014-06-12T09:12:08Z/2015-11-19T12:21:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX245-VR4-250163-3,plastic anchor stand with leg bolts,POINT(-63.49955 42.91625),EPSG:4326,172.0,2016-01-22,,
43.38328,-63.49852,2014-06-12T15:55:03Z/2015-11-18T18:48:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX180-VR4-250171-3,plastic anchor stand with leg bolts,POINT(-63.49852 43.38328),EPSG:4326,167.0,2016-01-22,,
43.75289,-63.36436,2014-06-12T20:17:22Z/2015-11-18T14:27:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX126-VR4-250170-4,,POINT(-63.36436 43.75289),EPSG:4326,124.0,2016-01-22,,
43.15372,-63.50048,,urn:catalog:otn:DFO-BIO:HFX:HFX212-VR4-250174-3,,POINT(-63.50048 43.15372),EPSG:4326,147.0,2016-01-22,,
42.9020852,-63.5002957,,urn:catalog:otn:DFO-BIO:HFX:HFX-247-VR4-250263-2,,POINT(-63.5002957 42.9020852),EPSG:4326,174.0,2016-12-05,,
42.8515342,-63.5001778,,urn:catalog:otn:DFO-BIO:HFX:HFX-254-VR4-250310-2,,POINT(-63.5001778 42.8515342),EPSG:4326,179.0,2016-12-05,,
42.9379628,-63.500166,,urn:catalog:otn:DFO-BIO:HFX:HFX-242-VR4-250260-2,,POINT(-63.500166 42.9379628),EPSG:4326,169.0,2016-12-05,,
42.9094367,-63.5001643,,urn:catalog:otn:DFO-BIO:HFX:HFX-246-VR4-250291-2,,POINT(-63.5001643 42.9094367),EPSG:4326,174.0,2016-12-05,,
42.92376,-63.5001345,,urn:catalog:otn:DFO-BIO:HFX:HFX-244-VR4-250311-2,,POINT(-63.5001345 42.92376),EPSG:4326,169.0,2016-12-05,,
42.9308923,-63.5000967,,urn:catalog:otn:DFO-BIO:HFX:HFX-243-VR4-250249-2,,POINT(-63.5000967 42.9308923),EPSG:4326,169.0,2016-12-05,,
42.8949337,-63.500086,,urn:catalog:otn:DFO-BIO:HFX:HFX-248-VR4-250231-2,,POINT(-63.500086 42.8949337),EPSG:4326,174.0,2016-12-05,,
42.8732783,-63.5000672,,urn:catalog:otn:DFO-BIO:HFX:HFX-251-VR4-250312-2,,POINT(-63.5000672 42.8732783),EPSG:4326,171.0,2016-12-05,,
42.8802793,-63.5000158,,urn:catalog:otn:DFO-BIO:HFX:HFX-250-VR4-250314-2,,POINT(-63.5000158 42.8802793),EPSG:4326,172.0,2016-12-05,,
42.887695,-63.499973,,urn:catalog:otn:DFO-BIO:HFX:HFX-249-VR4-250322-2,,POINT(-63.499973 42.887695),EPSG:4326,172.0,2016-12-05,,
42.8589682,-63.4998117,,urn:catalog:otn:DFO-BIO:HFX:HFX-253-VR4-250319-2,,POINT(-63.4998117 42.8589682),EPSG:4326,176.0,2016-12-05,,
44.438688,-63.483642,,urn:catalog:otn:DFO-BIO:HFX:HFX-008-VR4-250163-9,,POINT(-63.483642 44.438688),EPSG:4326,60.0,2016-12-05,,
43.6274267,-63.4044467,,urn:catalog:otn:DFO-BIO:HFX:HFX-144-VR4-250473-4,,POINT(-63.4044467 43.6274267),EPSG:4326,122.0,2016-12-05,,
44.323263,-63.360823,,urn:catalog:otn:DFO-BIO:HFX:HFX-028-VR4-250171-8,,POINT(-63.360823 44.323263),EPSG:4326,115.0,2016-12-05,,
